run_id,start_idx,end_idx,n_samples,duration_sec,success,pos_err,goal_x,goal_y,final_x,final_y,noise_strength_max,blur_strength_max,brightness_strength_max,group
492,492304,493303,1000,9.99000000203523,False,0.022783097230075017,0.2,-0.15,0.21204255330306115,-0.172783097230075,0.0,0.0,0.6755678264643528,brightness_only
493,493304,494303,1000,9.99000000203523,False,0.04755749366837636,0.2,-0.15,0.24755749366837637,-0.16988806094105524,0.20596292992527798,0.0,0.0,noise_only
494,494304,495303,1000,9.99000000203523,True,0.01052808800759708,0.2,-0.15,0.2105280880075971,-0.14153213630996955,0.0,0.0,0.8549371397757223,brightness_only
495,495304,496303,1000,9.99000000203523,False,0.28131147347763674,0.2,-0.15,0.30121560984882456,0.13131147347763672,0.0,0.0,0.9086107927215896,brightness_only
496,496304,497303,1000,9.99000000203523,False,0.2619251078761209,0.2,-0.15,0.2573993419731608,0.11192510787612087,0.6603841486947852,0.0,0.0,noise_only
497,497304,498303,1000,9.99000000203523,True,0.01002511510078069,0.2,-0.15,0.20910253708200657,-0.16002511510078068,0.029642736599035824,0.0,0.0,noise_only
498,498304,499303,1000,9.99000000203523,True,0.014169395147884706,0.2,-0.15,0.21416939514788472,-0.1432965128908974,0.0,0.0,0.06773084473439939,brightness_only
499,499304,500303,1000,9.99000000203523,False,0.2451090581962565,0.2,-0.15,0.18158800182015447,0.09510905819625651,0.5601259179870051,0.0,0.0,noise_only
500,500304,501303,1000,9.99000000203523,False,0.18062422224932875,0.2,-0.15,0.28060431060216356,0.030624222249328748,0.0,0.9188966842894163,0.0,blur_only
501,501304,502303,1000,9.99000000203523,False,0.2854253675503058,0.2,-0.15,0.27174587733031236,0.1354253675503058,0.7080231165546081,0.0,0.0,noise_only
502,502304,503303,1000,9.99000000203523,True,0.011534616108212992,0.2,-0.15,0.211534616108213,-0.1572037536172076,0.0,0.0,0.011082160651816442,brightness_only
503,503304,504303,1000,9.99000000203523,True,0.01358920888989848,0.2,-0.15,0.2135892088898985,-0.14866787064861914,0.0,0.0,0.4463633994064783,brightness_only
504,504304,505303,1000,9.99000000203523,True,0.005800224029118617,0.2,-0.15,0.20580022402911863,-0.15066559563934626,0.0,0.0,0.029145105262316062,brightness_only
505,505304,506303,1000,9.99000000203523,False,0.14968471517311605,0.2,-0.15,0.257556074037832,-0.0003152848268839387,0.46525443903179164,0.0,0.0,noise_only
506,506304,507303,1000,9.99000000203523,True,0.008917554686643542,0.2,-0.15,0.1963757646195824,-0.15891755468664354,0.0,0.16434644116295127,0.0,blur_only
507,507304,508303,1000,9.99000000203523,False,0.2410796323677976,0.2,-0.15,0.25724808440682123,0.09107963236779762,0.8422442183387988,0.0,0.0,noise_only
508,508304,509303,1000,9.99000000203523,False,0.04602645565146332,0.2,-0.15,0.24602645565146333,-0.16844143981110846,0.353892805906847,0.0,0.0,noise_only
509,509304,510303,1000,9.99000000203523,False,0.291903447321638,0.2,-0.15,0.2486271420406148,0.14190344732163795,0.0,0.6141442921744479,0.0,blur_only
510,510304,511303,1000,9.99000000203523,True,0.006149497337516352,0.2,-0.15,0.20426484683135884,-0.14385050266248364,0.0,0.0,0.5034076678032001,brightness_only
511,511304,512303,1000,9.99000000203523,True,0.012543916569831337,0.2,-0.15,0.19296062240338768,-0.16254391656983133,0.0,0.0,0.6812696604035066,brightness_only
512,512304,513303,1000,9.99000000203523,False,0.27080858717905176,0.2,-0.15,0.25199166080505325,0.1208085871790518,0.7155315252048827,0.0,0.0,noise_only
513,513304,514303,1000,9.99000000203523,False,0.14107606793441052,0.2,-0.15,0.25689486851354104,-0.008923932065589469,0.6909268901635763,0.0,0.0,noise_only
514,514304,515303,1000,9.99000000203523,False,0.16895644652152586,0.2,-0.15,0.31400241270027657,0.018956446521525876,0.24820570859978663,0.0,0.0,noise_only
515,515304,516303,1000,9.99000000203523,False,0.04285147999686932,0.2,-0.15,0.23220994278206944,-0.10714852000313067,0.0,0.9722095790461874,0.0,blur_only
516,516304,517303,1000,9.99000000203523,True,0.0028243686452350536,0.2,-0.15,0.20157607301622713,-0.14717563135476494,0.0,0.2028456998999537,0.0,blur_only
517,517304,518303,1000,9.99000000203523,True,0.006562503317533025,0.2,-0.15,0.20656250331753304,-0.1485123613968581,0.0,0.0,0.9594015799598792,brightness_only
518,518304,519303,1000,9.99000000203523,False,0.13133296264685432,0.2,-0.15,0.3053247005873534,-0.018667037353145677,0.5227434261930279,0.0,0.0,noise_only
519,519304,520303,1000,9.99000000203523,False,0.06992605125026809,0.2,-0.15,0.2483125868003978,-0.08007394874973191,0.2676132728269537,0.0,0.0,noise_only
520,520304,521303,1000,9.99000000203523,False,0.10366374798275996,0.2,-0.15,0.30366374798275997,-0.11109329509398831,0.32285063410667914,0.0,0.0,noise_only
521,521304,522303,1000,9.99000000203523,False,0.24170130974544574,0.2,-0.15,0.2768875713126477,0.09170130974544574,0.0,0.8788413079920779,0.0,blur_only
522,522304,523303,1000,9.99000000203523,False,0.17232408640934463,0.2,-0.15,0.24242089304230816,0.022324086409344628,0.0,0.0,0.35731837748866735,brightness_only
523,523304,524303,1000,9.99000000203523,True,0.006812384524792242,0.2,-0.15,0.19318761547520777,-0.152428538369767,0.0,0.09337558224010545,0.0,blur_only
524,524304,525303,1000,9.99000000203523,False,0.020540473091920614,0.2,-0.15,0.21999868382218507,-0.1705404730919206,0.5920105352428987,0.0,0.0,noise_only
525,525304,526303,1000,9.99000000203523,False,0.24082539408918402,0.2,-0.15,0.2604138806503923,0.09082539408918401,0.0,0.28051896685227984,0.0,blur_only
526,526304,527303,1000,9.99000000203523,True,0.007884335488757638,0.2,-0.15,0.20788433548875765,-0.1450905656724144,0.01328162489943674,0.0,0.0,noise_only
527,527304,528303,1000,9.99000000203523,True,0.012610090608057095,0.2,-0.15,0.2126100906080571,-0.1585010735275894,0.3398674492686061,0.0,0.0,noise_only
528,528304,529303,1000,9.99000000203523,True,0.0019948943980015454,0.2,-0.15,0.19880082087368584,-0.15199489439800154,0.0,0.0,0.6447794177574114,brightness_only
529,529304,530303,1000,9.99000000203523,False,0.04133950270887368,0.2,-0.15,0.2413395027088737,-0.17134614717506405,0.0,0.0,0.5922474686760214,brightness_only
530,530304,531303,1000,9.99000000203523,False,0.15619615190934552,0.2,-0.15,0.1903671258431121,0.006196151909345513,0.0,0.9952028103714543,0.0,blur_only
531,531304,532303,1000,9.99000000203523,False,0.12568580091191858,0.2,-0.15,0.2880583661035282,-0.024314199088081412,0.9317613590004431,0.0,0.0,noise_only
532,532304,533303,1000,9.99000000203523,True,0.01288171264048854,0.2,-0.15,0.21288171264048855,-0.1490225081892196,0.0,0.07122235442796487,0.0,blur_only
533,533304,534303,1000,9.99000000203523,False,0.29648022392226114,0.2,-0.15,0.2253970905533008,0.14648022392226115,0.7042526683856646,0.0,0.0,noise_only
534,534304,535303,1000,9.99000000203523,True,0.0008173120848084248,0.2,-0.15,0.1991826879151916,-0.14946121658832026,0.0,0.0,0.20829849217490337,brightness_only
535,535304,536303,1000,9.99000000203523,True,0.00879841495957881,0.2,-0.15,0.20879841495957882,-0.1556672377865612,0.0,0.09036570074791272,0.0,blur_only
536,536304,537303,1000,9.99000000203523,True,0.007358582365871197,0.2,-0.15,0.19264141763412881,-0.15731952283766767,0.0,0.0,0.9592260290638436,brightness_only
537,537304,538303,1000,9.99000000203523,True,0.00708493996428558,0.2,-0.15,0.2070849399642856,-0.14797711222917018,0.0,0.28742950795290323,0.0,blur_only
538,538304,539303,1000,9.99000000203523,False,0.22432064478438674,0.2,-0.15,0.1977270245305104,0.07432064478438674,0.5845593706264046,0.0,0.0,noise_only
539,539304,540303,1000,9.99000000203523,True,0.005501202234197006,0.2,-0.15,0.20123696057484824,-0.155501202234197,0.0,0.2582985727627213,0.0,blur_only
540,540304,541303,1000,9.99000000203523,True,0.011021085565746297,0.2,-0.15,0.20761161499969688,-0.1610210855657463,0.0,0.0,0.0047785822884783835,brightness_only
541,541304,542303,1000,9.99000000203523,True,0.010110513189270198,0.2,-0.15,0.2101105131892702,-0.15432156875308464,0.0,0.0,0.20762334549242767,brightness_only
542,542304,543303,1000,9.99000000203523,True,0.013855034949275868,0.2,-0.15,0.21385503494927588,-0.1574711417276521,0.0,0.4282170077017098,0.0,blur_only
543,543304,544303,1000,9.99000000203523,True,0.011561805100038153,0.2,-0.15,0.1954373694349679,-0.16156180510003815,0.0,0.0,0.5475454407292183,brightness_only
544,544304,545303,1000,9.99000000203523,False,0.21737668607755378,0.2,-0.15,0.21619315786599858,0.06737668607755379,0.0,0.5204353253385913,0.0,blur_only
545,545304,546303,1000,9.99000000203523,True,0.005943568933604426,0.2,-0.15,0.20588079882830637,-0.14405643106639557,0.0,0.0,0.194808686067086,brightness_only
546,546304,547303,1000,9.99000000203523,True,0.017167963326920638,0.2,-0.15,0.1974530935399548,-0.16716796332692063,0.0,0.0,0.5999978501969884,brightness_only
547,547304,548303,1000,9.99000000203523,True,0.0078106170448337675,0.2,-0.15,0.20781061704483378,-0.15530005010611558,0.0,0.0,0.511758171706559,brightness_only
548,548304,549303,1000,9.99000000203523,True,0.00459876764846423,0.2,-0.15,0.200906832099438,-0.15459876764846422,0.7384564996703863,0.0,0.0,noise_only
549,549304,550303,1000,9.99000000203523,False,0.07475150750978757,0.2,-0.15,0.18645917837929046,-0.07524849249021243,0.0,0.5095727943080727,0.0,blur_only
550,550304,551303,1000,9.99000000203523,False,0.1993629084390235,0.2,-0.15,0.3373313788642826,0.049362908439023495,0.40641650489086767,0.0,0.0,noise_only
551,551304,552303,1000,9.99000000203523,False,0.04701965977295178,0.2,-0.15,0.22364088309790678,-0.19701965977295177,0.024262481108413225,0.0,0.0,noise_only
552,552304,553303,1000,9.99000000203523,True,0.012378910352453615,0.2,-0.15,0.2080646005509875,-0.1623789103524536,0.0,0.0,0.741190619765078,brightness_only
553,553304,554303,1000,9.99000000203523,False,0.09513162039981948,0.2,-0.15,0.2615820099983952,-0.05486837960018052,0.23783625310721257,0.0,0.0,noise_only
554,554304,555303,1000,9.99000000203523,True,0.0075339011160888425,0.2,-0.15,0.20753390111608885,-0.1499154849932735,0.0,0.0,0.8931999705850252,brightness_only
555,555304,556303,1000,9.99000000203523,False,0.2586030238949598,0.2,-0.15,0.2098988590863361,0.10860302389495981,0.22342903862132557,0.0,0.0,noise_only
556,556304,557303,1000,9.99000000203523,False,0.2797389030370536,0.2,-0.15,0.2523184421258462,0.1297389030370536,0.35713572158038787,0.0,0.0,noise_only
557,557304,558303,1000,9.99000000203523,True,0.013531345335426992,0.2,-0.15,0.213531345335427,-0.1492627584483867,0.0,0.0,0.929252492680443,brightness_only
558,558304,559303,1000,9.99000000203523,False,0.12967562699161705,0.2,-0.15,0.2414562388210899,-0.02032437300838294,0.5409560389060347,0.0,0.0,noise_only
559,559304,560303,1000,9.99000000203523,False,0.1965924298361531,0.2,-0.15,0.2668272037470741,0.046592429836153124,0.0,0.36886163896854596,0.0,blur_only
560,560304,561303,1000,9.99000000203523,False,0.152398212723915,0.2,-0.15,0.2913166687570515,0.002398212723914987,0.0,0.9203166377874026,0.0,blur_only
