experiment,episode_key,time_s,failure_probability,mttf_h,joint_travel_rad,move_time_s
act_standard,demo_000069,30.87541866,6.631490822460659e-07,12932.992552002743,5.1564118295000005,12.883751997
act_standard,demo_000070,33.52028237,7.208329549072062e-07,12917.259019171055,5.3942428245,12.669915969000002
act_standard,demo_000071,34.990592198,7.52024211962287e-07,12924.590680465071,5.648783192700001,12.732520474000001
act_standard,demo_000072,32.750323942,6.888515721759814e-07,13206.486098316047,5.445401216900001,13.097023962
act_standard,demo_000073,31.533845476999993,6.661459016741548e-07,13149.369051416195,5.313951490299999,13.149519699999999
act_standard,demo_000074,30.590940618000005,6.453347184439592e-07,13167.555073012916,5.31021401,12.847873847999999
act_standard,demo_000075,35.047271669,7.23666033431359e-07,13452.817126457325,4.7070890031,17.677820961000002
act_standard,demo_000076,31.179431925,6.576804588470271e-07,13168.933288582499,5.2979289640000005,13.092866388000001
act_standard,demo_000077,32.780774109999996,6.814239276389839e-07,13362.851840342939,5.616359759,12.299238982999999
act_standard,demo_000078,29.37399434,6.145773859383033e-07,13276.505629179648,5.563210823900001,9.872259117
act_standard,demo_000079,32.494437266999995,6.799954178428299e-07,13273.955603194292,6.1028707100999995,12.579947771
act_standard,demo_000080,32.37344478,6.78739073842257e-07,13249.008959783507,5.3715817144,13.413781013000001
act_standard,demo_000081,31.148528046,6.610523959787311e-07,13088.774428955028,5.4755882184,12.418871062
act_standard,demo_000082,33.9621614,7.248004298512717e-07,13015.900399756016,4.320719648200001,12.466000786
act_standard,demo_000083,33.545914429,7.233046587439986e-07,12882.961545281674,4.4278495142,11.903113539
act_standard,demo_000084,33.518504439,7.228479088512557e-07,12880.568797009186,4.4152931287,11.760987468
act_standard,demo_000085,33.186466689,7.16437131868714e-07,12867.08794480198,4.6079483552000005,10.968624769
act_standard,demo_000086,33.428717354,7.179496201338571e-07,12933.708870577353,4.4666965068,12.456947814000001
act_standard,demo_000087,32.494723499,6.923389289634145e-07,13037.413429326893,4.4513940847,13.91330942
act_standard,demo_000088,32.115731085,6.851677241900267e-07,13020.21813197902,4.6263575118,13.243463228000001
act_standard,demo_000089,32.991111278,7.05056009788751e-07,12997.824439517217,4.544851542399999,14.201511293000001
